fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
635.950 TL;Renault;Clio;1.5 dCi Touch;2015;125.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;Takasa Uygun;Galeriden
660.000 TL;Renault;Clio;0.9 TCe Joy;2019;147.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
666.000 TL;Renault;Clio;0.9 TCe Sport Tourer Touch;2020;54.500 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Belirtilmemiş;-;Sahibinden
640.000 TL;Renault;Clio;0.9 TCe Joy;2019;63.000 km;Düz;Benzin;Hatchback/5;Kırmızı;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
580.000 TL;Renault;Clio;1.5 dCi Joy;2019;173.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;5 boyalı;-;Sahibinden
385.000 TL;Renault;Clio;1.5 dCi Authentique;2008;255.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;1 değişen, 6 boyalı;Takasa Uygun;Galeriden
270.000 TL;Renault;Clio;1.5 dCi Authentique;2003;530.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 2 boyalı;-;Sahibinden
280.000 TL;Renault;Clio;1.5 dCi Authentique;2004;201.000 km;Düz;Dizel;Sedan;Beyaz;-;-;-;-;-;Belirtilmemiş;-;Sahibinden
350.000 TL;Renault;Clio;1.5 dCi Extreme;2007;232.000 km;Düz;Dizel;Hatchback/3;Gri (titanyum);1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;2 değişen, 11 boyalı;Takasa Uygun;Sahibinden
715.000 TL;Renault;Clio;1.5 dCi Icon;2015;123.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 değişen, 1 boyalı;-;Sahibinden
630.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2016;174.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
382.000 TL;Renault;Clio;1.4 Authentique;2006;183.000 km;Düz;LPG & Benzin;Hatchback/3;Gri;1390 cc;98 hp;Önden Çekiş;6,6 lt;55 lt;Tamamı orjinal;-;Sahibinden
645.000 TL;Renault;Clio;1.2 Turbo Icon;2013;106.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
720.000 TL;Renault;Clio;0.9 TCe Joy;2020;44.000 km;Düz;Benzin;Hatchback/5;Gri (titanyum);898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;-;Sahibinden
651.000 TL;Renault;Clio;1.5 dCi SportTourer Touch;2016;174.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;5 boyalı;Takasa Uygun;Galeriden
705.000 TL;Renault;Clio;1.5 dCi Icon;2015;60.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
620.000 TL;Renault;Clio;1.5 dCi Touch;2014;149.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen, 3 boyalı;-;Sahibinden
174.000 TL;Renault;Clio;1.4 RN;1997;270.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1390 cc;75 hp;Önden Çekiş;43 lt;-;Tamamı boyalı;Takasa Uygun Değil;Sahibinden
288.000 TL;Renault;Clio;1.5 dCi Alize;2005;313.000 km;Düz;Dizel;Sedan;Gri;1461 cc;80 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
330.000 TL;Renault;Clio;1.5 dCi Authentique;2004;242.000 km;Düz;Dizel;Sedan;Gri;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;5 boyalı;Takasa Uygun;Galeriden
345.000 TL;Renault;Clio;1.5 dCi Authentique;2005;168.000 km;Düz;Dizel;Hatchback/5;Bordo;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;10 boyalı;Takasa Uygun Değil;Sahibinden
430.000 TL;Renault;Clio;1.5 dCi Expression;2008;275.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;85 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
120.000 TL;Renault;Clio;1.4 RN;1998;200.000 km;Düz;LPG & Benzin;Hatchback/3;Yeşil;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Tamamı orjinal;-;Sahibinden
479.000 TL;Renault;Clio;1.6 Dynamique;2007;196.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1598 cc;110 hp;Önden Çekiş;7,5 lt;55 lt;2 değişen;-;Sahibinden
570.000 TL;Renault;Clio;1.5 dCi Joy;2013;42.500 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Belirtilmemiş;-;Sahibinden
362.000 TL;Renault;Clio;1.5 dCi Extreme;2007;237.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;1 değişen, 6 boyalı;Takasa Uygun Değil;Sahibinden
530.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;195.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;3 boyalı;Takasa Uygun Değil;Sahibinden
550.000 TL;Renault;Clio;1.5 dCi Joy;2017;128.488 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 2 boyalı;-;Sahibinden
480.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2014;214.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;2 değişen, 5 boyalı;-;Sahibinden
349.900 TL;Renault;Clio;1.2 Authentique;2005;230.000 km;Düz;LPG & Benzin;Hatchback/3;Bordo;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;1 değişen, 3 boyalı;-;Sahibinden
460.000 TL;Renault;Clio;1.5 dCi Authentique;2011;169.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;2 boyalı;Takasa Uygun;Galeriden
310.000 TL;Renault;Clio;1.4 RXT;2001;320.000 km;Düz;Benzin;Hatchback/5;Siyah;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;2 değişen;Takasa Uygun;Galeriden
795.000 TL;Renault;Clio;1.0 TCe Touch;2021;21.000 km;Otomatik;Benzin;Hatchback/5;Turuncu;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
655.000 TL;Renault;Clio;1.5 dCi Joy;2018;83.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
520.000 TL;Renault;Clio;1.5 dCi Night & Day;2011;119.000 km;Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
820.000 TL;Renault;Clio;1.0 TCe Touch;2022;9.500 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
680.000 TL;Renault;Clio;1.5 dCi Touch;2019;98.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
399.000 TL;Renault;Clio;1.6 Dynamique;2008;119.000 km;Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1598 cc;110 hp;Önden Çekiş;7,5 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
602.000 TL;Renault;Clio;1.5 dCi Icon;2014;172.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kahverengi;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
304.000 TL;Renault;Clio;1.4 RTA;2001;170.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
640.000 TL;Renault;Clio;1.5 dCi Joy;2017;227.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;5 boyalı;-;Sahibinden
540.000 TL;Renault;Clio;1.2 Joy;2013;63.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
535.000 TL;Renault;Clio;0.9 TCe Icon;2013;156.000 km;Düz;Benzin;Hatchback/5;Kırmızı;898 cc;90 hp;Önden Çekiş;4,5 lt;45 lt;2 değişen, 1 boyalı;Takasa Uygun;Sahibinden
460.000 TL;Renault;Clio;1.2 Authentique;2009;159.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;3 boyalı;Takasa Uygun;Galeriden
325.000 TL;Renault;Clio;1.2 Authentique;2005;330.000 km;Düz;Benzin;Hatchback/3;Yeşil;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;-;Sahibinden
623.000 TL;Renault;Clio;1.0 SCe Joy;2022;27.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
840.000 TL;Renault;Clio;1.0 TCe Touch;2023;14.000 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
500.000 TL;Renault;Clio;1.2 Icon;2012;70.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;2 değişen;-;Sahibinden
580.000 TL;Renault;Clio;1.2 Icon;2015;116.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
355.000 TL;Renault;Clio;1.4 Authentique;2004;213.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 değişen;-;Sahibinden
345.000 TL;Renault;Clio;1.4 RXT;2001;177.000 km;Otomatik;LPG & Benzin;Hatchback/5;Kırmızı;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;1 değişen, 12 boyalı;Takasa Uygun;Sahibinden
350.000 TL;Renault;Clio;1.4 Authentique;2004;170.000 km;Düz;LPG & Benzin;Sedan;Lacivert;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 3 boyalı;-;Sahibinden
367.000 TL;Renault;Clio;1.4 Authentique;2007;350.000 km;Düz;LPG & Benzin;Sedan;Bej;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 4 boyalı;Takasa Uygun Değil;Galeriden
840.000 TL;Renault;Clio;1.0 TCe Icon;2020;17.000 km;Otomatik;Benzin;Hatchback/5;Gri;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;-;Sahibinden
737.500 TL;Renault;Clio;1.5 dCi Icon;2018;65.983 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
458.000 TL;Renault;Clio;1.2 Expression;2009;185.300 km;Düz;LPG & Benzin;Hatchback/5;Füme;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;2 boyalı;Takasa Uygun Değil;Sahibinden
470.000 TL;Renault;Clio;1.5 dCi Joy;2015;215.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;4 boyalı;-;Sahibinden
680.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2014;134.500 km;Düz;Dizel;Station wagon;Siyah;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun;Galeriden
475.000 TL;Renault;Clio;1.5 dCi Grandtour Extreme;2012;182.400 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;4,4 lt;55 lt;1 değişen;Takasa Uygun Değil;Sahibinden
538.000 TL;Renault;Clio;1.5 dCi Joy;2015;152.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 2 boyalı;-;Sahibinden
580.000 TL;Renault;Clio;1.2 Joy;2018;80.500 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Tamamı orjinal;-;Sahibinden
774.500 TL;Renault;Clio;1.5 dCi Icon;2019;96.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;4 boyalı;-;Sahibinden
320.000 TL;Renault;Clio;1.5 dCi Expression;2003;306.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;6 boyalı;Takasa Uygun;Sahibinden
370.000 TL;Renault;Clio;1.5 dCi Alize;2006;251.000 km;Düz;Dizel;Sedan;Gri;1461 cc;80 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 4 boyalı;Takasa Uygun;Galeriden
365.000 TL;Renault;Clio;1.5 dCi Authentique;2004;276.000 km;Düz;Dizel;Hatchback/5;Sarı;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
807.000 TL;Renault;Clio;1.5 dCi Icon;2018;78.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
735.000 TL;Renault;Clio;1.5 dCi SportTourer Touch;2019;110.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
365.000 TL;Renault;Clio;1.4 Authentique;2006;238.500 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
604.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;167.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
749.950 TL;Renault;Clio;1.0 SCe Joy;2023;6.150 km;Düz;Benzin;Hatchback/5;Kırmızı;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
300.000 TL;Renault;Clio;1.6 RTE;1998;225.000 km;Otomatik;LPG & Benzin;Hatchback/5;Mavi (metalik);1598 cc;90 hp;Önden Çekiş;7,8 lt;50 lt;1 değişen, 11 boyalı;Takasa Uygun;Galeriden
320.000 TL;Renault;Clio;1.5 dCi Authentique;2007;320.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;80 hp;Önden Çekiş;4,6 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
715.000 TL;Renault;Clio;1.5 dCi Touch;2019;117.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 değişen;Takasa Uygun;Yetkili Bayiden
429.750 TL;Renault;Clio;1.5 dCi Authentique;2011;193.560 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;70 hp;Önden Çekiş;4,5 lt;55 lt;Tamamı orjinal;Takasa Uygun;Galeriden
867.000 TL;Renault;Clio;1.0 TCe Joy;2022;6.001 km;Otomatik;Benzin;Hatchback/5;Lacivert;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
655.000 TL;Renault;Clio;1.5 dCi Icon;2015;200.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen;Takasa Uygun;Galeriden
300.000 TL;Renault;Clio;1.6 RTE;2000;263.000 km;Düz;LPG & Benzin;Hatchback/5;Lacivert;1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
535.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2019;107.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;3 değişen, 5 boyalı;Takasa Uygun Değil;Galeriden
640.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;135.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
375.000 TL;Renault;Clio;1.2 Authentique;2005;159.000 km;Düz;Benzin;Hatchback/5;Şampanya;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Tamamı orjinal;Takasa Uygun;Galeriden
855.750 TL;Renault;Clio;1.0 TCe Touch;2023;7.155 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
839.000 TL;Renault;Clio;1.0 TCe RS Line;2020;45.000 km;Düz;Benzin;Hatchback/5;Mavi;999 cc;100 hp;Önden Çekiş;4,3 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
529.750 TL;Renault;Clio;1.5 dCi Extreme;2011;186.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;3 değişen, 4 boyalı;Takasa Uygun Değil;Galeriden
277.700 TL;Renault;Clio;1.4 RTA;2000;313.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Tamamı boyalı;Takasa Uygun Değil;Galeriden
824.850 TL;Renault;Clio;1.5 dCi SportTourer Icon;2017;162.000 km;Yarı Otomatik;Dizel;Station wagon;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
799.900 TL;Renault;Clio;1.0 TCe Touch;2021;29.870 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
704.500 TL;Renault;Clio;1.0 SCe Joy;2022;18.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
650.000 TL;Renault;Clio;1.0 SCe Joy;2022;37.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;1 değişen, 2 boyalı;Takasa Uygun;Galeriden
812.500 TL;Renault;Clio;1.0 TCe Touch;2023;6.061 km;Düz;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
812.500 TL;Renault;Clio;1.0 TCe Touch;2023;15.000 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
470.000 TL;Renault;Clio;1.4 Privilege;2004;218.000 km;Otomatik;LPG & Benzin;Hatchback/5;Gri;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
687.500 TL;Renault;Clio;1.0 SCe Joy;2021;85.452 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
879.000 TL;Renault;Clio;1.0 TCe Icon;2021;17.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;2 değişen;Takasa Uygun Değil;Galeriden
850.000 TL;Renault;Clio;1.5 dCi Icon;2017;89.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 boyalı;Takasa Uygun Değil;Galeriden
600.000 TL;Renault;Clio;0.9 TCe Sport Tourer Joy;2020;46.108 km;Düz;Benzin;Station wagon;Beyaz;898 cc;90 hp;Önden Çekiş;5,1 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
629.900 TL;Renault;Clio;1.0 SCe Joy;2023;15.200 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
588.000 TL;Renault;Clio;1.5 dCi Icon;2015;158.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;Takasa Uygun Değil;Sahibinden
720.000 TL;Renault;Clio;1.0 SCe Joy;2023;6.502 km;Düz;Benzin;Hatchback/5;Gri (metalik);999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
675.000 TL;Renault;Clio;1.5 dCi Joy;2016;132.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
365.000 TL;Renault;Clio;1.5 dCi Alize;2005;260.000 km;Düz;Dizel;Hatchback/3;Gri (Gümüş);1461 cc;80 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
630.000 TL;Renault;Clio;1.2 Icon;2014;97.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;3 boyalı;Takasa Uygun;Sahibinden
567.500 TL;Renault;Clio;1.5 dCi Touch;2012;196.000 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun;Sahibinden
604.900 TL;Renault;Clio;1.0 SCe Joy;2021;23.000 km;Düz;Benzin;Hatchback/5;Turkuaz;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;6 boyalı;Takasa Uygun;Galeriden
490.000 TL;Renault;Clio;1.5 dCi Joy;2016;162.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;2 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
550.000 TL;Renault;Clio;1.5 dCi Joy;2013;188.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun;Sahibinden
615.000 TL;Renault;Clio;1.2 Joy;2018;49.700 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Tamamı orjinal;-;Sahibinden
745.000 TL;Renault;Clio;1.5 BlueDCI Joy;2020;62.700 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;85 hp;Önden Çekiş;3,6 lt;39 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
552.500 TL;Renault;Clio;1.5 dCi Grandtour Dynamique;2008;210.500 km;Düz;Dizel;Station wagon;Gri;1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;2 değişen, 2 boyalı;Takasa Uygun;Sahibinden
330.000 TL;Renault;Clio;1.5 dCi Alize;2006;203.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;5 lt;50 lt;3 boyalı;-;Sahibinden
795.000 TL;Renault;Clio;1.5 dCi Icon;2019;119.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;-;Sahibinden
350.000 TL;Renault;Clio;1.8 RSi;1997;124.200 km;Düz;Benzin;Hatchback/3;Beyaz;1783 cc;107 hp;Önden Çekiş;50 lt;-;Belirtilmemiş;-;Sahibinden
459.000 TL;Renault;Clio;1.2 Grandtour Extreme;2011;136.000 km;Düz;Benzin;Station wagon;Beyaz;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;3 boyalı;Takasa Uygun;Galeriden
400.000 TL;Renault;Clio;1.4 Alize;2005;2.017 km;Düz;Benzin;Sedan;Beyaz;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
320.000 TL;Renault;Clio;1.4 Authentique;2007;298.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;98 hp;Önden Çekiş;7,3 lt;50 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
350.000 TL;Renault;Clio;1.4 Authentique;2006;201.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;2 değişen;-;Sahibinden
579.000 TL;Renault;Clio;1.2 Joy;2016;50.300 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;-;Sahibinden
475.000 TL;Renault;Clio;1.5 dCi Touch;2013;195.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 3 boyalı;Takasa Uygun Değil;Sahibinden
599.900 TL;Renault;Clio;1.5 dCi Joy;2019;105.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
475.000 TL;Renault;Clio;1.4 Authentique;2007;257.000 km;Düz;LPG & Benzin;Hatchback/5;Bordo;1390 cc;98 hp;Önden Çekiş;6,7 lt;55 lt;1 değişen;-;Sahibinden
615.000 TL;Renault;Clio;1.2 Joy;2017;93.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;1 değişen;-;Sahibinden
